,Kanji,Onyomi,Kunyomi,English,Examples,JLPT Level,Number of Strokes,Kanji Radical,Radical Number,Radical Strokes,Radical Reading
122,分,ブン、フン、ブ,わ.ける、わ.け、わ.かれる、わ.かる、わ.かつ,"part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/10","大分(だいぶ): considerably; greatly; a lot<br>引分け(ひきわけ): draw (in competition); tie game<br>自分(じぶん): (1) myself; yourself; oneself; himself; herself (2) I; me<br>部分(ぶぶん): portion; section; part<br>分野(ぶんや): field; sphere; realm; division; branch<br>十分(じゅうぶん): (1) plenty; enough; sufficient; satisfactory; adequate (2) division into ten (3) perfectly; thoroughly; fully; in full<br>処分(しょぶん): (1) disposal; dealing (with a problem); disposition; measure; procedure (2) punishment (3) putting down (e.g. diseased animal)<br>半分(はんぶん): half<br>気分(きぶん): feeling; mood<br>分析(ぶんせき): analysis<br>配分(はいぶん): distribution; allotment<br>分離(ぶんり): separation; partition; detachment; segregation; isolation; decollation<br>分裂(ぶんれつ): split; division; break up<br>分ける(わける): (1) to divide (into); to split (into); to part; to separate; to divide up; to classify; to sort out; to divide out (2) to share; to distribute; to deal out; to dish out (3) to distinguish; to discriminate; to differentiate (between) (4) to break up (a fight); to mediate (5) to call a draw; to tie (6) to push one's way through (a crowd) (7) to sell<br>成分(せいぶん): ingredient; component; composition<br>分担(ぶんたん): apportionment; allotment; share<br>大部分(だいぶぶん): most part; greater part; majority<br>身分(みぶん): social position; social status<br>分子(ぶんし): (1) numerator (2) molecule (3) member; element<br>分配(ぶんぱい): division; sharing; distribution; dissemination; allocation<br>分かれる(わかれる): (1) to branch; to fork; to diverge (2) to separate; to split; to divide (3) to disperse; to scatter<br>水分(すいぶん): water; liquid; fluid; moisture; humidity; sap; juice<br>分散(ぶんさん): dispersion; decentralization; decentralisation; variance (statistics); distribution; dissemination; allocation<br>区分(くぶん): division; section; demarcation; partition; segmentation; subdivision; (traffic) lane; compartment; classification; sorting<br>多分(たぶん): (1) perhaps; probably (2) generous; many; much; great<br>分布(ぶんぷ): distribution; dissemination; allocation<br>分類(ぶんるい): classification; categorization; sorting<br>分解(ぶんかい): (1) disassembly; dismantling; disaggregating; analysis; disintegrating; decomposing; degrading (2) factorization (3) decomposition; resolution (4) deblocking<br>分業(ぶんぎょう): division of labor; division of labour; specialization; specialisation; assembly-line production<br>分量(ぶんりょう): amount; quantity<br>一部分(いちぶぶん): part; portion; section<br>幾分(いくぶん): (1) somewhat; to some extent; to some degree (2) some; part; portion<br>手分け(てわけ): division of labour; division of labor<br>取り分け(とりわけ): (1) especially; above all (2) inter alia; among others<br>随分(ずいぶん): (1) very; extremely; surprisingly; considerably (2) contemptible; reprehensible<br>等分(とうぶん): division into equal parts<br>何分(なにぶん): (1) some; any; (a) little; of some kind; of some sort (2) please (3) anyway; anyhow; at any rate; after all<br>分母(ぶんぼ): denominator<br>余分(よぶん): extra; excess; surplus<br>分(ふん): minute<br>分(ぶん): (1) part; segment; share; ration (2) rate (3) degree; one's lot; one's status; relation; duty; kind; lot (4) in proportion to; just as much as<br>分数(ぶんすう): fraction<br>申し分(もうしぶん): objection; shortcomings<br>養分(ようぶん): nourishment; nutrient<br>十分(じっぷん): 10 minutes<br>分(ぶ): (1) one-tenth; one percent (one-tenth of a wari); 3 mm (one-tenth of a sun); 2.4 mm (one-tenth of a mon, a traditional unit used to measure shoe sizes); 0.375 grams (one-tenth of a monme); 0.1 degree (one-tenth of a do, used to measure body temperature on any temperature scale) (2) one-quarter of a ryou (obsolete unit of currency) (3) thickness (4) advantageous circumstances",5,4.0,刀,18.0,2.0,かたな・りっとう
123,週,シュウ,,week,週(しゅう): week<br>今週(こんしゅう): this week<br>先週(せんしゅう): last week; the week before<br>毎週(まいしゅう): every week<br>来週(らいしゅう): next week<br>週間(しゅうかん): week; weekly<br>隔週(かくしゅう): every other week<br>再来週(さらいしゅう): week after next<br>先先週(せんせんしゅう): week before last,5,11.0,辵,162.0,7.0,しんにょう・しんにゅう
124,春,シュン,はる,"springtime, spring (season)","春(はる): (1) spring; springtime (2) New Year (3) prime (of one's life, etc.) (4) adolescence; puberty (5) sexuality<br>青春(せいしゅん): youth; springtime of life; adolescent",4,9.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
125,夏,カ、ガ、ゲ,なつ,summer,夏(なつ): summer<br>夏休み(なつやすみ): summer vacation; summer holiday,4,10.0,夊,35.0,3.0,なつあし・すいにょう
126,秋,シュウ,あき、とき,autumn,秋(あき): autumn; fall,4,9.0,禾,115.0,5.0,のぎ・のぎへん
127,冬,トウ,ふゆ,winter,冬(ふゆ): winter<br>冬眠(とうみん): hibernation; winter sleep,4,5.0,冫,15.0,2.0,にすい
128,今,コン、キン,いま,now,今日(きょう): (1) today; this day (2) these days; recently; nowadays<br>今回(こんかい): now; this time; lately<br>今月(こんげつ): this month<br>今後(こんご): from now on; hereafter<br>今年(ことし): this year<br>今度(こんど): now; this time; next time; another time<br>今週(こんしゅう): this week<br>今(いま): now; the present time; just now; soon; immediately; (one) more<br>今夜(こんや): this evening; tonight<br>今朝(けさ): this morning<br>今に(いまに): before long; even now<br>今晩(こんばん): tonight; this evening<br>今にも(いまにも): at any time; soon<br>今更(いまさら): now (after such a long time); at this late hour (i.e. it is too late for something)<br>今日は(こんにちは): hello; good day (daytime greeting)<br>今晩は(こんばんは): good evening<br>ただ今(ただいま): (1) Here I am; I'm home! (2) presently; right away; right now; just now<br>今(こん): (1) the current ...; this (2) today's ...,5,4.0,人,9.0,2.0,ひと・にんべん・ひとやね
129,新,シン,あたら.しい、あら.た、あら-、にい-,new,新た(あらた): (1) new; fresh; novel (2) newly; freshly; re-<br>新聞(しんぶん): newspaper<br>新人(しんじん): (1) new face; newcomer (2) modern humans (from Cro-Magnon man onwards)<br>新幹線(しんかんせん): bullet train (very high speed); Shinkansen<br>革新(かくしん): reform; innovation<br>新聞社(しんぶんしゃ): newspaper company<br>新鮮(しんせん): fresh<br>新しい(あたらしい): new; novel; fresh; recent; latest; up-to-date; modern<br>新興(しんこう): rising; developing; emergent<br>新築(しんちく): new building; new construction<br>新婚(しんこん): newly-wed<br>新(しん): (1) new; neo- (2) Gregorian calendar (3) Xin (dynasty of China)<br>新入生(しんにゅうせい): new student; freshman; first-year student,5,13.0,斤,69.0,4.0,おの・おのづくり・きん
130,古,コ,ふる.い、ふる-、-ふる.す,old,古里(ふるさと): home town; birthplace; old village; historic village; native place; one's old home<br>古代(こだい): ancient times<br>古典(こてん): old book; classics; classic<br>中古(ちゅうこ): (1) used; second-hand; old (2) Middle Ages<br>古い(ふるい): old (not person); aged; ancient; antiquated; stale; threadbare; outmoded; obsolete article<br>考古学(こうこがく): archaeology; archeology<br>古(いにしえ): antiquity; ancient times<br>稽古(けいこ): practice; practise; training; study<br>古(ふる): (1) used item; secondhand item (2) old; used; previous,5,5.0,口,30.0,3.0,くち・くちへん
131,間,カン、ケン,あいだ、ま、あい,"interval, space","期間(きかん): period; term; interval<br>時間(じかん): (1) time (2) hours<br>人間(にんげん): (1) human being; man; person (2) character (of a person)<br>年間(ねんかん): year (period of)<br>民間(みんかん): private; civilian; civil; popular; folk; unofficial<br>中間(ちゅうかん): middle; midway; interim<br>仲間(なかま): company; fellow; colleague; associate; comrade; mate; group; circle of friends; partner<br>空間(くうかん): space; room; airspace<br>瞬間(しゅんかん): moment; second; instant<br>間(あいだ): (1) space (between); gap; interval; distance (2) time (between); pause; break (3) span (temporal or spatial); stretch; period (while) (4) relationship (between, among) (5) members (within, among) (6) due to; because of<br>間も無く(まもなく): (1) soon; before long; in a short time (2) (after verb) lacking time to ...; without time to ...<br>世間(せけん): world; society<br>夜間(やかん): at night; nighttime<br>間違い(まちがい): (1) mistake; error; blunder (2) accident; mishap; trouble (3) improper conduct (e.g. between man and woman); indiscretion<br>区間(くかん): (1) section (of track, etc.); segment; dimension (2) interval<br>昼間(ひるま): daytime; during the day; time from sunrise until sunset; diurnal period<br>合間(あいま): interval; break; pause; spare moment<br>手間(てま): time; labour; labor<br>間隔(かんかく): space; interval; SPC<br>間接(かんせつ): indirection; indirectness<br>居間(いま): living room (western style)<br>週間(しゅうかん): week; weekly<br>茶の間(ちゃのま): living room (Japanese-style)<br>間に合う(まにあう): (1) to be in time for (2) to serve (suit, meet) the purpose; to be good enough; to be enough<br>床の間(とこのま): tokonoma (alcove where art or flowers are displayed)<br>時間割り(じかんわり): timetable (esp. a weekly school timetable); schedule<br>いつの間にか(いつのまにか): before one knows; before one becomes aware of; unnoticed; unawares<br>つかの間(つかのま): moment; brief time; brief; transient<br>間違える(まちがえる): (1) to make a mistake (in); to commit an error (e.g. in calculation) (2) to confuse; to mistake something for something else<br>間違う(まちがう): to make a mistake; to be incorrect; to be mistaken<br>隙間(すきま): crevice; crack; gap; opening<br>この間(このあいだ): (1) the other day; lately; recently; during this period (2) meanwhile; in the meantime<br>間(ま): space; room; time; pause<br>間柄(あいだがら): relation(ship)<br>客間(きゃくま): parlor; parlour; guest room<br>貸間(かしま): room to let; room for rent<br>間誤付く(まごつく): to be confused; to be flustered; to be at a loss<br>此間(こないだ): the other day; lately; recently<br>間々(まま): occasionally; now and then; sometimes<br>空き間(あきま): vacancy; room for rent or lease<br>間(かん): (1) interval; period of time (2) among; between; inter-<br>時間目(じかんめ): period (e.g. class)",5,12.0,門,169.0,8.0,もん・もんがまえ・かどがまえ
132,方,ホウ,かた、-かた、-がた,"direction, person, alternative","""一方(いっぽう): (1) one (esp. of two); the other; one way; the other way; one direction; the other direction; one side; the other side; one party; the other party (2) on the one hand; on the other hand (3) whereas; although; but at the same time; meanwhile; in turn (4) (after noun, adjective-stem or plain verb) just keeps; being inclined to ...; tending to be ...; tending to do ...; continuously ...; just keeps on ...ing; only<br>見方(みかた): (1) viewpoint; point of view (2) way of understanding; way of appreciating; how to look at something (e.g. noh, train schedule)<br>地方(ちほう): (1) area; locality; district; region; province (2) countryside; rural area (3) coast (esp. as seen from the water) (4) person singing ballads in noh; person in charge of music in a Japanese dance performance<br>方向(ほうこう): (1) direction; orientation; bearing; way (2) course (e.g. of action)<br>方針(ほうしん): objective; plan; policy<br>方法(ほうほう): method; process; manner; way; means; technique<br>行方(ゆくえ): (1) (one's) whereabouts (2) course; direction<br>仕方(しかた): way; method; means; resource; course<br>方面(ほうめん): (1) direction; district; area (2) field (e.g. of study)<br>夕方(ゆうがた): evening; dusk<br>両方(りょうほう): both sides; both parties<br>方々(かたがた): (1) they (of people); gentlemen (of the ...) (2) you (usu. plural) (3) various<br>味方(みかた): friend; ally; supporter<br>他方(たほう): (1) one (esp. of two); the other; one way; the other way; one direction; the other direction; one side; the other side; one party; the other party (2) on the other hand<br>大方(おおかた): perhaps; almost all; majority<br>方(ほう): (1) direction; way; side; area (in a particular direction) (2) side (of an argument, etc.); one's part (3) type; category (4) field (of study, etc.) (5) indicates one side of a comparison (6) way; method; manner; means (7) length (of each side of a square)<br>方言(ほうげん): dialect<br>明け方(あけがた): dawn<br>彼方此方(あちらこちら): (1) here and there (2) to get things in the wrong order (back to front); to become muddled up<br>方式(ほうしき): form; method; system; formula<br>方策(ほうさく): plan; policy<br>彼方(あちら): (1) that way (direction distant from both speaker and listener); over there; yonder (2) that one (something physically distant from both speaker and listener, or something not visible but known by both speaker and listener); that (3) that person (someone physically distant from both speaker and listener, or someone not present but known by both speaker and listener) (4) there (place distant from both speaker and listener); over there; foreign country (esp. a Western nation)<br>長方形(ちょうほうけい): rectangle; oblong<br>方程式(ほうていしき): equation; formula<br>遠方(えんぽう): long way; distant place<br>方角(ほうがく): direction; way; compass point<br>彼方(かなた): beyond; across; the other side; the distance<br>正方形(せいほうけい): square<br>平方(へいほう): square (e.g. metre); square<br>此方(こちら): (1) this way (direction close to the speaker or towards the speaker); this direction (2) here (place close to the speaker or where the speaker is) (3) this one (something physically close to the speaker) (4) I; me; we; us (5) this person (someone physically close to the speaker and of equal or higher status)<br>其方(そちら): (1) that way (direction distant from the speaker, close to the listener) (2) there (place distant from the speaker, close to the listener) (3) that one (something close to the listener) (4) you; your family (5) that person (someone close to the listener)<br>何方(どちら): (1) which way; which direction; where (2) which one (esp. of two alternatives) (3) who<br>仕方がない(しかたがない): it can't be helped; it's inevitable; it's no use; can't stand it; being impatient; being annoyed<br>何方(どなた): who?<br>貴方(あなた): (1) you (referring to someone of equal or lower status) (2) dear (what a wife calls a husband)<br>方(かた): (1) direction; way (2) person; lady; gentleman (3) method of; manner of; way of (4) care of .. (5) person in charge of .. (6) side (e.g. """"on my mother's side"""")<br>目方(めかた): weight<br>方々(ほうぼう): here and there; this way and that way<br>立方(たちかた): dancing (geisha)<br>外方(そっぽ): look (or turn) the other way<br>立方(りっぽう): cube<br>泳ぎ方(およぎかた): way of swimming""",4,4.0,方,70.0,4.0,ほう・ほうへん・かた・かたへん
